32,30,true,false
25.697845,25.929861,25.450269,26.062847,25.595486,39.163542,32.856244,30.438165,28.257119,27.887966,26.515278,27.449524,25.123235,24.979901,23.617014,24.638683,24.228539,36.016457,30.910764,30.26875,27.791656,27.069097,24.948406,25.120392,24.113311,24.791263,24.293403,25.293629,25.478472,41.747329,0
26.664813,27.189924,25.508487,25.701282,25.100321,38.07231,35.704422,33.871474,31.964744,31.78141,30.345192,30.937204,29.667816,30.007007,28.679915,27.858333,26.917045,38.699371,34.630769,32.465064,30.121352,30.202117,28.753526,29.530769,28.145038,32.599496,26.433534,27.013547,26.801923,41.020751,0
28.256658,29.323656,27.788289,28.834131,28.11876,30.395589,16.948351,13.820845,12.002416,11.322821,10.512104,10.872102,10.056652,9.956967,9.757709,10.240477,10.266686,18.598159,15.396994,14.764696,15.287797,17.011059,17.821889,21.284946,21.978877,24.63955,27.513489,32.21875,31.59125,52.040833,1
25.809807,26.780341,25.457986,25.492708,24.811196,38.971401,33.716667,31.389998,29.779943,28.793356,26.503275,25.831939,24.019179,24.721875,23.926046,28.1625,24.964931,37.69948,31.857143,30.630445,27.934205,28.208982,27.178667,28.115278,25.822222,25.686458,25.293403,26.105477,25.898497,41.002083,0
26.924934,29.337095,31.165417,32.147917,32.19875,33.868391,16.686832,13.525972,11.989908,11.444633,10.166904,10.40963,9.944292,10.014167,9.770583,10.074704,10.038757,18.628835,14.956389,15.010338,15.276611,17.348382,17.938082,21.154972,19.210012,21.322725,22.90609,28.124696,28.006439,44.720833,0
25.650156,29.07633,29.093939,29.582576,29.31553,38.422526,17.213466,14.319306,12.323568,11.788043,11.069732,11.071459,10.189704,10.169056,9.876667,10.241967,10.288617,17.817691,17.277238,15.727076,15.413061,17.532313,18.574952,20.951844,21.22221,24.348424,26.472354,34.833079,37.189336,63.351042,1
27.386538,30.797871,30.591288,30.571591,30.817045,32.719479,15.925492,13.926806,12.331867,12.089069,11.429152,11.471829,10.601528,10.502222,10.276449,10.553384,10.658056,16.334578,19.313631,16.78918,15.598901,17.265833,18.457873,21.625396,22.176517,24.420165,27.293899,38.347373,31.982637,46.49625,0
13.220167,13.645292,13.535902,13.985913,7.873895,10.794054,9.862752,10.084583,9.426528,9.285932,8.999903,9.44163,8.813133,9.061528,8.842334,9.204722,8.875154,13.53421,12.883622,14.635713,15.851705,18.465127,19.213759,22.543111,22.731582,24.932601,28.007892,31.93305,32.497545,47.221465,0
11.403889,11.53,11.6,12.774345,6.921983,9.171899,8.454022,8.566744,8.155981,8.124746,8.036016,8.390607,7.829626,8.02911,7.936929,8.136025,7.893892,11.492792,11.369681,12.791835,14.521837,16.543983,17.756372,20.719348,21.756305,21.074457,24.176901,28.94875,29.053429,46.560685,0
27.993423,29.223718,28.342593,28.405583,26.029656,38.228846,36.489583,34.25036,31.779729,31.303205,29.179064,29.288136,27.96693,28.116085,27.428205,28.126923,26.5875,39.530128,36.216567,34.050836,32.151985,31.534755,29.996068,30.231342,28.299038,28.763525,28.090805,27.333149,26.875962,40.626314,0
26.932367,32.181394,29.426555,29.163889,29.261516,28.872706,18.005208,17.89831,16.017361,12.767154,13.248893,12.032633,11.072361,10.820314,10.593893,11.033041,10.68382,17.240395,16.659167,16.011709,16.345486,16.924828,18.714576,22.84339,22.261617,24.470328,26.404605,31.966667,34.361099,55.118981,1
27.882295,26.911012,25.353723,26.012833,25.858333,28.83221,22.100429,19.13689,15.201984,14.326864,12.69953,12.780393,11.669583,12.064601,11.213194,11.34498,11.613079,18.450094,17.109718,16.692889,17.021949,23.758073,21.890575,24.310347,20.941468,22.197828,22.501555,22.184481,23.545966,44.84919,0
25.314961,25.639869,25.841888,26.833131,24.043544,39.416026,35.111895,32.835803,29.972756,29.649848,28.336342,29.984879,31.969986,25.83215,25.055468,25.304036,24.769857,38.589103,34.217949,31.398302,28.795192,28.51127,27.74529,28.058974,25.976282,29.388883,25.918956,25.38979,25.003879,41.73109,0
28.663086,32.22619,31.51784,31.871318,33.967589,34.196114,19.686278,15.443161,13.676729,13.301107,12.112614,12.42833,11.737106,11.474054,11.148757,11.26334,11.265833,16.127734,17.997119,16.588016,17.079821,19.078884,20.470847,24.370628,24.367766,27.660325,29.985985,30.425353,29.031818,44.192045,0
